Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
cupertino,0,0,0,0,49,90500,61,0.46,0,59500000,informational,,,,,https://www.compass.com/homes-for-sale/cupertino-ca/
fortnight,0,86,0,0,0,90500,79,0.65,0.05,105000000,"informational, transactional",,https://www.redfin.com/MD/Columbia/6613-Fortnight-Ct-21044/home/9902887,,,
fred meyers,0,38,0,0,0,90500,82,1.47,0.25,6830000,navigational,,https://www.redfin.com/OR/Bend/20551-Fred-Meyers-Rd-97701/home/111472010,,,
ga gateway,0,0,57,0,0,90500,77,1.05,0,114000000,"informational, transactional",,,https://www.trulia.com/GA/Gateway/,,
georgia gateway,0,0,61,0,0,90500,73,1.05,0,69600000,navigational,,,https://www.trulia.com/GA/Gateway/,,
grandin road,0,0,0,0,76,90500,74,3.80,0.22,81,navigational,,,,,https://www.compass.com/homes-for-sale/fairdealing-mo/has-waterfront/
harlem,0,0,0,0,19,90500,90,0.65,0,156000000,"informational, transactional",,,,,https://www.compass.com/neighborhood-guides/nyc/harlem/
harmons,0,76,0,0,0,90500,76,0.79,0.03,98800000,navigational,,https://www.redfin.com/MD/Hanover/7609-Harmons-Farm-Ct-21076/home/10470535,,,
heidi gardner,0,0,0,26,0,90500,58,0.00,0,6860000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/heidi-gardner-hilton-head-island-sc/102114955,
home loan calculator,0,31,27,0,0,90500,100,2.32,0.26,689000000,informational,,https://www.redfin.com/mortgage-calculator,https://www.trulia.com/mortgage-payment-calculator/,,
homes,0,5,8,6,58,90500,100,0.79,0,25270000000,navigational,,https://www.redfin.com/,https://www.trulia.com/,https://www.remax.com/,https://www.compass.com/
houston tx,0,36,57,0,0,90500,100,0.80,0,721000000,informational,,https://www.redfin.com/city/8903/TX/Houston,https://www.trulia.com/TX/Houston/,,
hudson yards,0,0,82,0,0,90500,94,0.48,0.03,0,"informational, navigational",,,https://www.trulia.com/n/ny/new-york/hudson-yards/170410/,,
irvine,0,37,0,0,0,90500,98,1.31,0,295000000,informational,,https://www.redfin.com/city/9361/CA/Irvine,,,
james reynolds,0,50,0,66,0,90500,56,2.23,0,148000000,informational,,https://www.redfin.com/real-estate-agents/james-reynolds,,https://www.remax.com/real-estate-agents/james-reynolds-rockaway-nj/101950899,
jerry rice,0,0,0,0,42,90500,68,0.66,0,34500000,informational,,,,,https://www.compass.com/agents/jerry-rice-jr/
john collins,0,0,0,70,0,90500,74,0.53,0,405000000,informational,,,,https://www.remax.com/real-estate-agents/john-collins-paoli-pa/100010204,
john witherspoon,0,0,0,77,0,90500,61,0.00,0,15300000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/john-witherspoon-worthington-oh/100032177,
kelly macdonald,0,0,0,0,32,90500,56,0.00,0,34800000,"informational, transactional",,,,,https://www.compass.com/agents/kelly-macdonald/
kirkland,0,41,0,0,59,90500,100,0.02,0.1,133000000,navigational,,https://www.redfin.com/city/9148/WA/Kirkland,,,https://www.compass.com/neighborhood-guides/seattle/kirkland/
little italy,0,0,0,0,46,90500,76,0.48,0,1070000000,"informational, transactional",,,,,https://www.compass.com/neighborhood-guides/nyc/little-italy/
max,0,0,0,21,0,90500,98,0.51,0,11050000000,"informational, transactional",,,,https://www.remax.com/,
miami dade property search,0,0,95,0,87,90500,79,0.79,0,8450000,"informational, transactional",,,https://www.trulia.com/p/fl/miami/1444-nw-14th-ave-1015081-miami-fl-33125--2596398925,,https://www.compass.com/listing/11400-southwest-40th-street-miami-fl-33165/1131813409578939633/
miami florida,0,80,89,0,0,90500,93,0.57,0.01,962000000,informational,,https://www.redfin.com/city/11458/FL/Miami,https://www.trulia.com/FL/Miami/,,
michael c. hall,0,0,86,0,0,90500,63,0.00,0,715000000,"informational, transactional",,,https://www.trulia.com/blog/michael-c-hall-buys-manhattan-home/,,
mouser,0,0,0,0,76,90500,85,1.33,0.19,14600000,navigational,,,,,https://www.compass.com/agents/deanna-goodwin/
neighborhood,0,0,0,0,75,90500,95,4.99,0.03,1110000000,navigational,,,,,https://www.compass.com/neighborhood-guides/
office max near me,0,40,0,22,0,90500,67,0.94,0.06,64,transactional,,https://www.redfin.com/houses-near-me,,https://www.remax.com/,
phoenix arizona,0,65,88,0,0,90500,100,6.35,0.02,408000000,informational,,https://www.redfin.com/city/14240/AZ/Phoenix,https://www.trulia.com/AZ/Phoenix/,,
pompano beach,0,0,0,0,31,90500,62,0.81,0.01,25300000,informational,,,,,https://www.compass.com/neighborhood-guides/miami/pompano-beach/
red robin near me,0,0,74,0,0,90500,51,2.57,0.06,83,"navigational, transactional",,,https://www.trulia.com/p/ny/brooklyn/564-saint-marks-ave-1l-brooklyn-ny-11216--2413614401,,
rei near me,0,0,0,70,0,90500,61,469.10,0.07,128000000,"navigational, transactional",,,,https://www.remax.com/,
rental car near me,0,0,65,0,0,90500,100,2.31,0.34,75,transactional,,,https://www.trulia.com/rent/,,
richmond va,0,43,0,0,0,90500,100,0.65,0.02,312000000,informational,,https://www.redfin.com/city/17149/VA/Richmond,,,
salem massachusetts,0,23,0,0,0,90500,85,0.28,0.04,94300000,"informational, navigational",,https://www.redfin.com/city/15302/MA/Salem,,,
sibcy cline,0,0,74,0,0,90500,50,0.52,0,73,navigational,,,https://www.trulia.com/p/--2450036412,,
spinning wheel,0,76,0,0,0,90500,83,1.55,0.09,80400000,informational,,https://www.redfin.com/CA/Rolling-Hills-Estates/5-Spinning-Wheel-Ln-90274/home/7732692,,,
sun tan city,0,66,0,0,0,90500,51,2.95,0.09,202000000,navigational,,https://www.redfin.com/AZ/San-Tan-Valley/36194-N-Calle-Flores-85140/home/26953482,,,
tigres,0,54,0,0,0,90500,57,0.25,0.01,309000000,informational,,https://www.redfin.com/CA/Santa-Clarita/22349-Los-Tigres-Dr-91350/home/6042197,,,
townhouse,0,95,0,0,0,90500,80,0.78,0.06,229000000,commercial,,https://www.redfin.com/definition/townhouse,,,
williamsburg,0,0,0,0,34,90500,96,0.73,0.02,99600000,informational,,,,,https://www.compass.com/neighborhood-guides/nyc/williamsburg/
54th street,0,41,88,0,68,74000,69,1.18,0,11000000,navigational,,https://www.redfin.com/CA/San-Diego/2317-54th-St-92105/home/5545708,https://www.trulia.com/p/ny/little-neck/246-08-54th-ave-little-neck-ny-11362--2576624542,,https://www.compass.com/listing/30-81-54th-street-unit-3a-queens-ny-11377/873085515387979801/
aaron rogers,0,0,0,23,0,74000,96,0.46,0,32600000,informational,,,,https://www.remax.com/real-estate-agents/aaron-rogers-the-woodlands-tx/102076147,
adam baldwin,0,0,0,30,31,74000,39,0.00,0,31100000,informational,,,,https://www.remax.com/real-estate-agents/adam-baldwin-anacortes-wa/102052647,https://www.compass.com/agents/adam-baldwin/
administrative assistant,0,0,0,0,85,74000,80,1.70,0.18,628000000,commercial,,,,,https://www.compass.com/careers/?gh_jid=1830508
aspen colorado,0,0,82,0,0,74000,77,0.53,0.04,142000000,informational,,,https://www.trulia.com/CO/Aspen/,,
austin tx,0,10,32,0,0,74000,100,0.58,0.01,661000000,"informational, navigational",,https://www.redfin.com/city/30818/TX/Austin,https://www.trulia.com/TX/Austin/,,
boulder colorado,0,76,0,0,0,74000,94,0.87,0.02,171000000,informational,,https://www.redfin.com/city/2025/CO/Boulder,,,
build a bear near me,0,73,0,0,0,74000,50,0.11,0.98,88,"navigational, transactional",,https://www.redfin.com/houses-near-me,,,
calabasas,0,0,11,0,0,74000,71,0.27,0,23700000,informational,,,https://www.trulia.com/CA/Calabasas/,,
casa bonita,0,49,0,0,0,74000,43,0.52,0,549000000,commercial,,https://www.redfin.com/CA/Bonita/3260-Casa-Bonita-Dr-91902/home/6057370,,,
citymd near me,0,97,0,0,0,74000,82,2.30,0.14,11600000,"navigational, transactional",,https://www.redfin.com/city/22783/MD/Ellicott-City/recently-sold,,,
concierge,0,0,0,0,27,74000,64,4.29,0.01,226000000,commercial,,,,,https://www.compass.com/concierge/
coney island near me,0,0,80,0,0,74000,56,1.84,0.01,19400000,transactional,,,"https://www.trulia.com/NY/New_York,5076,Coney_Island/",,
contingency,0,81,0,0,0,74000,79,0.00,0,196000000,commercial,,https://www.redfin.com/definition/contingency,,,
contingent meaning,0,40,0,0,0,74000,62,0.00,0,318000000,informational,,https://www.redfin.com/definition/contingent,,,
craigslist missoula,0,0,68,0,0,74000,43,0.00,0,75,navigational,,,https://www.trulia.com/c/mt/missoula/cambium-place-945-wyoming-st-missoula-mt-59801--2337745779,,
craigslist santa cruz,0,0,28,0,0,74000,35,0.00,0,55,"navigational, transactional",,,"https://www.trulia.com/for_rent/Santa_Cruz,CA/",,
craigslist worcester,0,0,41,0,0,74000,25,1.23,0,84,navigational,,,"https://www.trulia.com/for_rent/Worcester,MA/",,
ct dmv,0,0,0,0,95,74000,87,0.28,0.01,19000000,"navigational, transactional",,,,,https://www.compass.com/
debbie allen,0,0,0,80,0,74000,71,0.42,0,31700000,informational,,,,https://www.remax.com/real-estate-agents/debbie-allen-palos-verdes-estates-ca/100074238,
delray beach,0,0,0,0,79,74000,71,0.66,0.03,49800000,informational,,,,,https://www.compass.com/neighborhood-guides/miami/Delray-Beach/
denver co,0,28,47,0,0,74000,100,1.01,0,707000000,informational,,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,,
dog friendly restaurants near me,0,0,84,0,0,74000,54,1.43,0.01,98,transactional,,,https://www.trulia.com/c/wa/seattle/1-bed-509-sqft-1-725-309-belmont-ave-e-seattle-wa-98102--2565296495,,
edward cullen,0,0,0,37,0,74000,57,0.00,0,13800000,informational,,,,https://www.remax.com/real-estate-agents/edward-cullen-new-orleans-la/102173895,
exp realty,0,0,0,0,91,74000,88,0.99,0.11,99,navigational,,,,,https://www.compass.com/homes-for-sale/school/attention-homes-inc-cheyenne-wy-82007/
for rent,0,11,7,0,0,74000,100,0.43,0.38,77,navigational,,https://www.redfin.com/rentals,https://www.trulia.com/rent/,,
for rent near me,0,0,2,14,0,74000,95,0.57,0.37,69,"informational, transactional",,,https://www.trulia.com/rent/,https://www.remax.com/homes-for-rent,
fort worth texas,0,20,0,0,0,74000,92,0.41,0.01,479000000,informational,,https://www.redfin.com/city/30827/TX/Fort-Worth,,,
grace park,0,0,0,67,0,74000,61,0.56,0,364000000,"informational, transactional",,,,https://www.remax.com/homes-for-sale/il/schiller-park/grace-park-condominiums/neighborhood/1224938,
graybar,0,88,0,0,0,74000,69,2.45,0.04,4510000,navigational,,https://www.redfin.com/TN/Nashville/1201-Graybar-Ln-37215/home/106553885,,,
half moon bay,0,67,0,0,0,74000,75,0.51,0.03,94200000,informational,,https://www.redfin.com/city/8105/CA/Half-Moon-Bay,,,
harpers ferry,0,83,0,0,0,74000,70,0.58,0.03,5780000,"informational, transactional",,https://www.redfin.com/city/8978/WV/Harpers-Ferry,,,
hertz near me,0,0,78,0,0,74000,58,1.70,0.11,83,"navigational, transactional",,,https://www.trulia.com/rent/,,
hoa,0,0,50,0,0,74000,81,1.36,0.02,786000000,informational,,,https://www.trulia.com/guides/what-is-an-hoa/,,
howard hanna,0,0,0,0,62,74000,60,0.29,0.13,82,navigational,,,,,https://www.compass.com/homes-for-sale/yorktown-heights-ny/has-waterfront/
huskyct,0,29,0,0,0,74000,50,1.62,0,97,navigational,,https://www.redfin.com/WA/Olympia/7854-Husky-Ct-SE-98503/home/15690482,,,
iah airport,0,0,52,0,0,74000,78,1.18,0.01,143000000,"informational, navigational",,,https://www.trulia.com/n/tx/houston/iah-airport-area/233553/,,
jacksonville fl,0,21,12,0,0,74000,100,0.78,0.01,287000000,informational,,https://www.redfin.com/city/8907/FL/Jacksonville,https://www.trulia.com/FL/Jacksonville/,,
john heard,0,0,0,26,0,74000,62,0.00,0,698000000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/john-heard-camarillo-ca/100014120,
john stockton,0,0,0,41,0,74000,78,0.00,0,32200000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/john-stockton-baltimore-md/101952997,
kelly lynch,0,0,0,0,39,74000,50,0.00,0,47900000,"informational, transactional",,,,,https://www.compass.com/agents/kelly-lynch/
kelly mcginnis,0,0,0,0,17,74000,36,0.00,0,3440000,informational,,,,,https://www.compass.com/agents/kelly-corr/
king 5,0,31,0,0,0,74000,78,0.00,0,69,"informational, navigational",,https://www.redfin.com/IL/Chicago/3550-S-King-Dr-60653/unit-5/home/12662042,,,
lennar homes,0,61,0,0,0,74000,88,1.56,0.17,73,navigational,,https://www.redfin.com/TX/Hockley/18102-Mendocino-Ridge-Ln-77447/home/181696398,,,
linda evans,0,0,0,44,0,74000,59,0.00,0,67300000,informational,,,,https://www.remax.com/real-estate-agents/linda-evans-gastonia-nc/102112544,
louisville ky,0,68,0,0,0,74000,99,0.76,0.01,186000000,informational,,https://www.redfin.com/city/12262/KY/Louisville,,,
low income apartments,0,0,68,0,0,74000,91,0.54,0.23,112000000,commercial,,,"https://www.trulia.com/for_rent/Houston,TX/low_income_tags/",,
manchester by the sea,0,0,67,0,0,74000,73,0.52,0,212000000,"informational, transactional",,,https://www.trulia.com/MA/Manchester_By_The_Sea/,,
mark henry,0,0,0,52,0,74000,69,0.66,0,537000000,informational,,,,https://www.remax.com/real-estate-agents/mark-henry-coppell-tx/100027643,
maureen mccormick,0,0,0,0,18,74000,54,0.00,0,3610000,informational,,,,,https://www.compass.com/agents/maureen-mccormick/
mazon,0,79,0,0,0,74000,57,0.03,0.13,11500000,"informational, transactional",,https://www.redfin.com/IL/Mazon/411-7th-St-60444/home/72160674,,,
michael c hall,0,0,92,0,0,74000,62,0.00,0,629000000,"informational, transactional",,,https://www.trulia.com/blog/michael-c-hall-buys-manhattan-home/,,
mjr,0,0,0,0,39,74000,53,3.44,0,9610000,navigational,,,,,https://www.compass.com/agents/mjrgroupe/
mobile homes for sale near me,0,39,11,5,0,74000,71,0.70,0.26,77,transactional,,https://www.redfin.com/houses-near-me,"https://www.trulia.com/for_sale/Kent,WA/MOBILE%7CMANUFACTURED_type/",https://www.remax.com/mobile-homes-for-sale,
natalie martinez,0,0,0,37,0,74000,54,0.00,0,0,informational,,,,https://www.remax.com/real-estate-agents/natalie-martinez-corpus-christi-tx/102209283,
niece,0,0,0,73,0,74000,59,0.00,0,272000000,informational,,,,https://www.remax.com/real-estate-agents/angela-niece-eden-prairie-mn/100067281,
orange beach alabama,0,98,0,0,0,74000,78,0.77,0.13,1150000000,informational,,https://www.redfin.com/city/14804/AL/Orange-Beach,,,
orlando international airport,0,0,94,0,0,74000,81,0.79,0.01,62600000,navigational,,,https://www.trulia.com/n/fl/orlando/orlando-international-airport/82449/,,
pagani,0,0,0,0,83,74000,75,0.73,0.01,68600000,navigational,,,,,https://www.compass.com/agents/daniela-pagani/
pensacola beach,0,0,0,42,0,74000,71,0.77,0.11,61600000,"informational, transactional",,,,https://www.remax.com/homes-for-sale/fl/navarre-beach/pensacola-beach/neighborhood/3728,
pensacola fl,0,0,59,82,0,74000,87,0.61,0.04,80300000,informational,,,https://www.trulia.com/FL/Pensacola/,https://www.remax.com/homes-for-sale/fl/pensacola/city/1255925,
pensacola weather,0,0,85,0,81,74000,81,0.34,0,78900000,informational,,,https://www.trulia.com/p/fl/pensacola/7005-penton-st-0-pensacola-fl-32506--2597220121,,https://www.compass.com/for-rent/highland-terrace-pensacola-fl/beds=4-4/
pet friendly hotels near me,0,0,88,0,0,74000,45,1.33,0.09,157000000,transactional,,,https://www.trulia.com/c/mn/minneapolis/studio-375-sqft-795-2622-3rd-ave-s-minneapolis-mn-55408--2358929482,,
pico park,0,0,0,0,50,74000,54,0.20,0.01,63000000,transactional,,,,,https://www.compass.com/homes-for-sale/pico-park-los-angeles-ca/
pinellas county property appraiser,0,0,0,0,89,74000,35,3.40,0.01,156000,navigational,,,,,https://www.compass.com/homes-for-sale/pinellas-county-fl/
places for rent near me,0,34,3,14,0,74000,98,0.56,0.36,60,"informational, transactional",,https://www.redfin.com/rentals,https://www.trulia.com/rent/,https://www.remax.com/homes-for-rent,
plow and hearth,0,85,0,0,0,74000,69,1.98,0.31,2340000,navigational,,https://www.redfin.com/GA/Auburn/620-Plow-Hearth-Way-NE-30011/home/24904355,,,
prospect park,0,0,0,0,58,74000,77,1.90,0.07,160000000,navigational,,,,,https://www.compass.com/neighborhood-guides/nyc/prospect-park-south/
pulte homes,0,0,68,0,0,74000,78,67.97,0.1,94,navigational,,,https://www.trulia.com/p/ca/alameda/2816-cathwood-ln-alameda-ca-94501--2586613614,,
rancho cucamonga,0,0,11,0,0,74000,71,0.00,0,31700000,informational,,,https://www.trulia.com/CA/Rancho_Cucamonga/,,
realestate,0,3,10,5,8,74000,100,1.15,0.15,1880000000,commercial,,https://www.redfin.com/,https://www.trulia.com/,https://www.remax.com/,https://www.compass.com/
rent a car near me,0,0,54,0,0,74000,100,2.31,0.34,63,transactional,,,https://www.trulia.com/rent/,,
rochester ny,0,73,0,0,0,74000,100,1.08,0.01,380000000,informational,,https://www.redfin.com/city/16162/NY/Rochester,,,
rooms for rent near me,0,56,33,0,0,74000,62,0.68,0.31,0,transactional,,https://www.redfin.com/rentals,https://www.trulia.com/rent/,,
ryan homes,0,0,48,0,0,74000,69,0.79,0.07,94,navigational,,,https://www.trulia.com/p/oh/barberton/5310-frederick-st-barberton-oh-44203--2424720525,,
sam brinton,0,17,0,0,0,74000,58,0.00,0,733000,informational,,https://www.redfin.com/real-estate-agents/sam-brinton,,,
san clemente,0,0,23,0,0,74000,61,0.83,0.01,68900000,informational,,,https://www.trulia.com/CA/San_Clemente/,,
scottsdale az,0,18,0,0,0,74000,79,0.70,0.02,88000000,informational,,https://www.redfin.com/city/16660/AZ/Scottsdale,,,
smallwoods,0,80,0,0,0,74000,60,0.38,0.54,12000000,navigational,,https://www.redfin.com/MD/Baltimore/1508-N-Smallwood-St-21216/home/10925005,,,
sunnyvale,0,0,0,0,70,74000,66,1.47,0,74800000,informational,,,,,https://www.compass.com/homes-for-sale/sunnyvale-ca/
sweet home,0,76,0,0,0,74000,89,1.87,0,4070000000,"informational, transactional",,https://www.redfin.com/city/18369/OR/Sweet-Home,,,
the villages florida,0,20,44,0,73,74000,88,0.38,0.08,70400000,"informational, navigational",,https://www.redfin.com/city/25985/FL/The-Villages,https://www.trulia.com/FL/The_Villages/,,https://www.compass.com/homes-for-sale/the-villages-fl/
vancouver washington,0,20,11,0,0,74000,85,0.53,0.01,371000000,informational,,https://www.redfin.com/city/18823/WA/Vancouver,https://www.trulia.com/WA/Vancouver/,,
veridian,0,71,0,0,0,74000,70,0.06,0.08,2400000,navigational,,https://www.redfin.com/IL/Cary/840-Veridian-Way-60013/home/17804886,,,
yiu,0,87,0,0,0,74000,34,0.00,0,478000000,informational,,https://www.redfin.com/real-estate-agents/jennifer-yiu,,,
3080,0,0,88,0,0,60500,75,0.40,1,91,transactional,,,https://www.trulia.com/p/oh/uhrichsville/3080-eastport-rd-se-uhrichsville-oh-44683--2581799706,,
acris,0,0,0,0,72,60500,58,0.34,0,84,informational,,,,,https://www.compass.com/listing/200-water-street-unit-3c-brooklyn-ny-11201/1118192274511722481/
adam rodriguez,0,0,0,21,0,60500,56,0.00,0,80200000,informational,,,,https://www.remax.com/real-estate-agents/adam-rodriguez-western-springs-il/100024717,
affinity plus,0,0,0,80,0,60500,86,0.94,0.1,122000000,navigational,,,,https://www.remax.com/real-estate-agents/monica-mccarthy-marco-island-fl/101716464,
allentown pa,0,20,0,48,0,60500,78,0.42,0.01,39600000,informational,,https://www.redfin.com/city/514/PA/Allentown,,https://www.remax.com/homes-for-sale/pa/allentown/city/4202000,
annual income,0,95,0,0,0,60500,67,0.30,0,0,informational,,https://www.redfin.com/how-much-house-can-i-afford,,,
appreciation,0,87,0,0,0,60500,81,0.62,0,792000000,informational,,https://www.redfin.com/definition/appreciation,,,
